Date,Year,Month,Mdate,Weekday_End,Day,Hour,Town_Hall-West,Collins Place-South,Australia on Collins,Bourke Street Mall-South,Bourke Street Mall-North,Melbourne Central,Flagstaff Station,State Library,Collins Place-North,Southern Cross Station,Victoria Point,New Quay,Waterfront City,Webb Bridge,Birrarung Marr,Princes Bridge,Flinders St Station Underpass,Sandridge Bridge
3/22/2012,2012,3,22,10,5,23,516,127,77,163,148,544,65,273,46,29,22,37,8,19,17,330,448,174
3/23/2012,2012,3,23,10,6,0,216,42,36,83,80,333,26,138,29,7,31,25,9,7,11,176,253,115
3/23/2012,2012,3,23,10,6,1,114,22,19,33,60,139,11,74,17,5,5,0,0,3,3,81,94,36
3/23/2012,2012,3,23,10,6,2,92,8,23,21,22,85,6,43,2,1,4,4,6,5,7,37,78,24
3/23/2012,2012,3,23,10,6,3,44,11,18,83,19,34,4,46,11,3,1,1,0,0,7,48,29,15
3/23/2012,2012,3,23,10,6,4,51,15,11,11,16,42,0,18,0,2,6,5,2,1,35,61,38,24
3/23/2012,2012,3,23,10,6,5,90,44,22,36,12,43,94,25,25,45,28,17,7,19,17,110,121,41
3/23/2012,2012,3,23,10,6,6,265,203,85,107,54,108,566,68,169,500,121,57,14,109,85,327,476,152
3/23/2012,2012,3,23,10,6,7,638,678,315,295,5,289,1811,221,647,1089,387,99,28,226,221,725,1331,348
3/23/2012,2012,3,23,10,6,8,1781,1639,932,840,137,767,5248,729,1724,2488,882,212,44,439,301,1677,3381,851
3/23/2012,2012,3,23,10,6,9,1714,1248,1029,906,742,839,2778,711,1059,1318,591,151,29,182,134,1318,1798,469
3/23/2012,2012,3,23,10,6,10,2129,698,1253,1350,1070,1050,1081,815,485,472,222,95,32,108,100,709,940,294
3/23/2012,2012,3,23,10,6,11,2483,512,1464,1943,1546,1222,810,908,410,361,234,79,25,114,93,1143,1088,310
3/23/2012,2012,3,23,10,6,12,3436,1503,2581,3528,2812,2384,1099,1980,668,947,454,255,80,426,143,1543,2044,508
3/23/2012,2012,3,23,10,6,13,3913,1532,2987,4265,3419,2426,1371,1928,802,966,465,201,85,381,178,1456,2166,574
3/23/2012,2012,3,23,10,6,14,3638,951,1978,3172,2568,2203,958,1853,633,518,287,235,89,184,114,1392,1703,419
3/23/2012,2012,3,23,10,6,15,3770,707,1765,3193,2476,2308,1166,1844,605,672,317,168,55,146,156,1734,1826,443
3/23/2012,2012,3,23,10,6,16,3762,910,1632,2870,2532,2475,2177,2043,1009,1213,498,122,48,290,168,1616,2461,619
3/23/2012,2012,3,23,10,6,17,3855,1242,1614,3258,2999,2696,3438,2091,1428,1847,871,142,44,447,305,2272,3614,1011
3/23/2012,2012,3,23,10,6,18,3106,795,1171,2762,2719,2701,1404,1734,687,667,417,148,59,250,315,1669,2148,587
3/23/2012,2012,3,23,10,6,19,2963,535,752,1696,1907,2544,468,1535,319,329,205,195,60,110,495,1226,1350,313
3/23/2012,2012,3,23,10,6,20,1892,425,444,1165,1364,2290,221,1161,206,160,149,151,92,59,72,1032,1052,334
3/23/2012,2012,3,23,10,6,21,1585,302,275,686,809,2126,180,1072,109,69,122,119,65,43,402,808,1011,281
3/23/2012,2012,3,23,10,6,22,1319,255,302,472,405,1843,108,921,128,72,78,162,61,33,110,921,1002,250
3/23/2012,2012,3,23,10,6,23,1249,208,258,377,294,1317,69,491,108,140,58,66,40,24,61,660,760,251
3/24/2012,2012,3,24,20,7,0,760,98,120,198,175,736,42,330,41,32,55,51,16,12,22,409,492,144
3/24/2012,2012,3,24,20,7,1,478,82,73,182,116,545,16,186,34,13,20,28,9,6,14,196,274,58
3/24/2012,2012,3,24,20,7,2,258,48,52,109,66,303,12,149,19,7,13,36,24,5,24,134,148,52
3/24/2012,2012,3,24,20,7,3,255,19,30,114,61,210,14,95,14,3,25,3,33,3,7,79,94,55
3/24/2012,2012,3,24,20,7,4,124,12,11,30,49,107,4,56,5,2,4,5,2,1,23,44,80,40
3/24/2012,2012,3,24,20,7,5,100,14,18,36,31,52,4,37,15,17,5,8,4,3,3,53,96,39
3/24/2012,2012,3,24,20,7,6,109,41,57,38,26,65,8,31,23,59,35,13,14,15,28,80,130,53
3/24/2012,2012,3,24,20,7,7,217,67,124,76,45,122,29,64,32,57,30,29,14,30,78,118,209,88
3/24/2012,2012,3,24,20,7,8,461,95,262,225,150,305,50,129,98,68,44,34,436,53,126,258,316,103
3/24/2012,2012,3,24,20,7,9,867,187,590,621,489,438,44,272,100,74,82,122,98,81,202,386,548,159
3/24/2012,2012,3,24,20,7,10,1558,231,1081,1213,943,733,69,511,125,132,109,154,82,125,160,547,743,242
3/24/2012,2012,3,24,20,7,11,2261,302,1409,2008,1683,1171,57,835,152,102,132,254,124,106,240,850,933,216
3/24/2012,2012,3,24,20,7,12,2932,320,1650,2705,2304,1856,114,1026,193,98,81,274,153,116,242,1172,1165,351
3/24/2012,2012,3,24,20,7,13,3294,294,1698,3083,2726,2507,79,1610,178,79,98,239,162,130,300,1293,1311,388
3/24/2012,2012,3,24,20,7,14,3482,423,1826,3458,2988,2676,48,1830,166,172,88,320,234,177,286,1333,1381,367
3/24/2012,2012,3,24,20,7,15,3585,287,1659,3690,3061,2525,72,1859,174,119,97,390,246,170,231,1567,1575,501
3/24/2012,2012,3,24,20,7,16,3488,398,1511,3326,2880,2464,65,1841,169,102,100,295,195,157,262,1556,1672,478
3/24/2012,2012,3,24,20,7,17,3020,434,992,2481,2240,2520,57,1731,159,109,86,404,201,133,326,1493,1505,430
3/24/2012,2012,3,24,20,7,18,2470,515,591,1170,1598,2403,57,1577,151,98,145,346,226,89,342,1354,1421,496
3/24/2012,2012,3,24,20,7,19,2039,469,420,543,1013,2372,65,1260,141,113,124,365,160,73,334,1089,1225,316
3/24/2012,2012,3,24,20,7,20,1666,406,310,473,528,2111,52,1168,104,67,125,280,119,57,143,1209,1007,257
3/24/2012,2012,3,24,20,7,21,1372,268,208,390,390,1996,45,1027,66,62,73,230,101,38,88,900,969,243
3/24/2012,2012,3,24,20,7,22,1276,272,214,365,343,1687,48,867,123,44,107,293,150,41,479,1132,978,275
3/24/2012,2012,3,24,20,7,23,1438,218,300,393,318,1606,45,691,96,100,67,185,71,24,151,949,1045,315
3/25/2012,2012,3,25,20,1,0,1112,153,171,275,231,824,58,425,61,49,37,59,10,20,22,645,668,227
3/25/2012,2012,3,25,20,1,1,648,69,160,245,204,628,18,236,56,38,59,69,19,5,24,319,371,110
3/25/2012,2012,3,25,20,1,2,567,47,122,175,203,378,27,174,27,20,39,37,8,2,27,310,248,116
3/25/2012,2012,3,25,20,1,3,385,40,94,177,131,319,12,122,31,23,24,34,6,3,11,174,166,51
3/25/2012,2012,3,25,20,1,4,189,31,28,66,68,136,15,53,11,4,19,16,3,7,4,94,105,68
3/25/2012,2012,3,25,20,1,5,147,37,43,48,34,82,14,38,13,7,14,10,3,4,10,71,67,22
3/25/2012,2012,3,25,20,1,6,76,23,29,42,28,54,7,26,8,10,11,12,4,14,179,43,64,30
3/25/2012,2012,3,25,20,1,7,180,41,50,56,42,102,16,38,16,30,17,18,13,533,231,78,159,58
3/25/2012,2012,3,25,20,1,8,365,67,126,119,87,208,17,88,41,44,45,51,47,1904,242,215,325,104
3/25/2012,2012,3,25,20,1,9,763,178,434,462,323,379,57,228,101,100,78,100,142,118,2216,429,444,167
3/25/2012,2012,3,25,20,1,10,1309,235,728,994,861,703,52,517,119,103,95,238,252,180,4322,798,802,257
3/25/2012,2012,3,25,20,1,11,2076,306,1128,1730,1404,1070,78,1080,134,131,206,696,1007,281,1282,1304,1041,384
3/25/2012,2012,3,25,20,1,12,2715,289,1303,2267,2032,1809,67,1395,177,108,230,1002,1190,228,1002,1534,1276,547
3/25/2012,2012,3,25,20,1,13,3376,328,1378,2607,2463,2442,63,1947,161,132,205,712,980,215,1204,1954,1444,545
3/25/2012,2012,3,25,20,1,14,3156,289,1409,2684,2680,2470,89,1951,156,112,144,582,783,204,3219,1991,1588,441
3/25/2012,2012,3,25,20,1,15,3080,333,1344,2862,2652,2358,62,1966,147,79,112,491,608,205,2580,1754,1611,391
3/25/2012,2012,3,25,20,1,16,3070,459,1042,2560,2219,2085,69,1850,132,96,80,433,471,177,2064,1427,1469,484
3/25/2012,2012,3,25,20,1,17,2703,291,635,1942,1750,2036,71,1645,171,91,64,364,360,137,569,1447,1231,406
3/25/2012,2012,3,25,20,1,18,1945,235,320,920,1010,1833,34,1128,95,87,88,237,164,124,318,1108,1242,359
3/25/2012,2012,3,25,20,1,19,1298,161,203,399,609,1600,40,903,82,56,76,239,138,81,151,794,877,247
3/25/2012,2012,3,25,20,1,20,1014,98,149,305,325,1279,35,657,70,46,96,135,64,43,80,575,750,167
3/25/2012,2012,3,25,20,1,21,710,94,120,204,231,973,32,432,60,43,89,79,76,22,43,420,640,230
3/25/2012,2012,3,25,20,1,22,548,68,84,171,122,714,17,345,14,16,74,55,19,18,23,365,497,140
3/25/2012,2012,3,25,20,1,23,337,48,62,109,103,436,23,176,17,24,45,36,8,24,20,263,352,143
3/26/2012,2012,3,26,10,2,0,148,31,40,33,23,145,10,87,13,18,18,12,1,4,17,93,140,35
3/26/2012,2012,3,26,10,2,1,68,17,17,24,14,63,3,38,7,5,7,11,6,0,4,30,66,18
3/26/2012,2012,3,26,10,2,2,33,10,2,3,10,32,7,18,3,0,1,7,4,0,4,24,28,5
3/26/2012,2012,3,26,10,2,3,18,11,9,7,10,17,6,26,3,1,1,7,3,1,2,20,12,8
3/26/2012,2012,3,26,10,2,4,29,14,10,82,12,38,7,11,4,1,2,1,3,2,12,35,33,22
3/26/2012,2012,3,26,10,2,5,79,51,21,13,10,36,68,19,24,40,23,11,4,15,28,67,108,49
3/26/2012,2012,3,26,10,2,6,232,184,69,94,45,119,540,73,151,409,110,32,12,98,75,274,466,156
3/26/2012,2012,3,26,10,2,7,653,655,349,289,164,273,1875,238,649,1181,368,132,35,257,240,710,1299,373
3/26/2012,2012,3,26,10,2,8,1672,1854,909,732,572,891,5563,752,1710,2731,912,238,74,513,425,1636,3680,996
3/26/2012,2012,3,26,10,2,9,1812,1234,937,842,631,919,2919,738,1064,1319,502,152,55,208,183,1050,1606,383
3/26/2012,2012,3,26,10,2,10,1919,694,1182,1219,932,1055,945,843,537,414,216,123,51,145,126,873,966,222
3/26/2012,2012,3,26,10,2,11,2503,567,1430,1586,1409,1485,726,1242,443,367,202,210,104,109,158,1108,1042,307
3/26/2012,2012,3,26,10,2,12,3705,1461,2451,3316,2821,2473,1065,1860,599,1012,451,347,165,391,314,1382,2079,490
3/26/2012,2012,3,26,10,2,13,4439,1627,2837,4134,3165,2733,1459,2221,768,855,366,310,156,345,298,1388,1866,455
3/26/2012,2012,3,26,10,2,14,3510,762,1958,2727,2266,2342,925,1834,525,420,258,234,123,156,255,1281,1556,422
3/26/2012,2012,3,26,10,2,15,3542,756,1629,2633,2066,2474,995,1832,562,518,257,221,90,148,210,1202,1636,415
3/26/2012,2012,3,26,10,2,16,3400,821,1372,2618,2047,2297,2302,2033,969,1227,424,227,94,243,288,1535,2187,616
3/26/2012,2012,3,26,10,2,17,3799,1308,1359,2542,1966,2640,3997,2404,1778,2558,681,316,131,537,519,2188,4032,1174
3/26/2012,2012,3,26,10,2,18,2647,853,820,1329,1493,2218,1794,1516,817,931,463,263,114,389,489,1556,2387,666
3/26/2012,2012,3,26,10,2,19,1844,472,431,637,766,1743,629,1148,208,275,221,206,97,213,222,900,1167,322
3/26/2012,2012,3,26,10,2,20,1232,274,281,418,346,1471,268,910,160,141,125,154,63,72,114,838,941,196
3/26/2012,2012,3,26,10,2,21,902,233,217,239,236,1114,145,569,100,83,121,78,32,45,35,516,780,180
3/26/2012,2012,3,26,10,2,22,565,133,160,175,183,744,68,346,90,47,47,49,17,20,50,462,538,132
3/26/2012,2012,3,26,10,2,23,339,94,64,115,86,327,43,149,36,20,21,21,7,12,22,215,288,89
3/27/2012,2012,3,27,10,3,0,147,50,29,49,37,125,24,44,12,15,5,10,5,9,10,93,112,38
3/27/2012,2012,3,27,10,3,1,55,22,9,22,20,49,2,28,3,3,3,4,3,0,0,36,48,13
3/27/2012,2012,3,27,10,3,2,40,7,10,90,13,47,4,12,1,4,6,1,2,1,1,19,34,9
3/27/2012,2012,3,27,10,3,3,22,6,4,7,11,28,1,20,4,2,0,1,1,1,0,24,27,4
3/27/2012,2012,3,27,10,3,4,37,9,7,12,5,17,1,12,5,1,1,1,1,1,7,25,41,27
3/27/2012,2012,3,27,10,3,5,90,63,32,23,20,50,78,31,29,59,26,16,11,20,44,87,134,39
3/27/2012,2012,3,27,10,3,6,270,201,77,101,45,129,625,71,182,495,128,67,27,130,81,350,509,194
3/27/2012,2012,3,27,10,3,7,765,708,415,296,210,282,2014,256,724,1251,386,108,33,330,310,823,1498,446
3/27/2012,2012,3,27,10,3,8,1776,1851,1091,824,605,825,5227,796,1673,2663,903,237,54,535,456,1600,3395,949
3/27/2012,2012,3,27,10,3,9,2151,1342,1102,941,735,1379,2984,1213,1127,1285,629,166,50,226,297,1952,2145,450
3/27/2012,2012,3,27,10,3,10,2737,713,1179,1105,901,1925,1103,1545,551,435,294,228,72,108,265,2207,1137,556
3/27/2012,2012,3,27,10,3,11,2911,721,1394,1712,1313,2103,910,1835,507,472,214,223,72,138,221,2079,1088,303
3/27/2012,2012,3,27,10,3,12,4474,1523,2510,3224,2640,3402,1170,2818,755,984,483,312,127,447,412,2803,2046,550
3/27/2012,2012,3,27,10,3,13,4730,1592,2885,3899,3099,3153,1497,2778,794,964,384,291,126,406,312,2014,2360,599
3/27/2012,2012,3,27,10,3,14,3689,859,1848,2810,2072,2343,1035,1735,571,493,267,182,79,193,267,1319,1682,420
3/27/2012,2012,3,27,10,3,15,3587,626,1650,2631,2006,2300,1207,1860,631,593,293,195,82,183,244,1231,1568,409
3/27/2012,2012,3,27,10,3,16,3566,772,1392,2654,1987,2302,2266,2076,1001,1266,395,157,72,272,244,1588,2282,547
3/27/2012,2012,3,27,10,3,17,3675,1383,1450,2544,2209,2743,4060,2412,1670,2452,779,236,69,577,575,2307,4107,1231
3/27/2012,2012,3,27,10,3,18,2793,853,880,1443,1524,2393,1849,1621,868,1007,489,279,119,384,678,1694,2323,760
3/27/2012,2012,3,27,10,3,19,1808,509,419,752,755,1869,552,1213,342,268,247,164,103,148,557,870,1191,378
3/27/2012,2012,3,27,10,3,20,1318,336,291,447,397,1733,292,986,136,153,149,204,84,74,126,825,890,256
3/27/2012,2012,3,27,10,3,21,950,159,248,281,247,1151,139,653,115,87,108,101,59,40,58,628,891,237
3/27/2012,2012,3,27,10,3,22,641,158,114,169,169,738,37,383,110,54,37,79,32,17,315,671,589,221
3/27/2012,2012,3,27,10,3,23,453,83,85,103,108,421,34,181,46,22,29,33,8,18,273,356,396,149
3/28/2012,2012,3,28,10,4,0,187,41,51,45,53,172,25,81,25,16,10,17,6,6,21,128,145,72
3/28/2012,2012,3,28,10,4,1,67,18,21,20,22,61,7,53,6,7,9,4,0,2,2,57,61,21
3/28/2012,2012,3,28,10,4,2,40,6,9,11,8,36,2,27,6,1,3,0,2,2,3,29,15,25
3/28/2012,2012,3,28,10,4,3,30,7,5,10,3,41,3,17,4,2,1,2,1,2,20,31,22,3
3/28/2012,2012,3,28,10,4,4,59,13,11,107,16,32,1,14,5,1,1,1,3,3,15,32,43,33
3/28/2012,2012,3,28,10,4,5,75,54,20,20,13,47,78,22,22,48,25,22,12,17,17,79,104,45
3/28/2012,2012,3,28,10,4,6,240,246,78,95,55,125,624,70,207,514,142,58,35,112,101,362,546,195
3/28/2012,2012,3,28,10,4,7,779,734,434,297,211,273,1959,233,706,1256,389,124,40,300,255,853,1368,387
3/28/2012,2012,3,28,10,4,8,1926,2068,1099,853,611,909,5470,783,1710,2692,900,243,105,509,408,1656,3634,955
3/28/2012,2012,3,28,10,4,9,1950,1238,1094,986,730,1070,2725,769,946,1278,482,164,61,198,208,1161,1805,486
3/28/2012,2012,3,28,10,4,10,2386,785,1269,1355,978,1303,1019,919,492,410,261,149,95,106,143,1612,1049,264
3/28/2012,2012,3,28,10,4,11,2470,704,1437,1748,1456,1490,740,1214,500,382,250,138,76,136,134,1293,1137,299
3/28/2012,2012,3,28,10,4,12,3859,1551,2616,3471,2856,2699,1208,2131,779,1139,507,390,152,519,324,2019,1948,473
3/28/2012,2012,3,28,10,4,13,4204,1588,2841,4597,3317,3021,1516,2479,766,920,420,365,195,487,398,1742,2364,555
3/28/2012,2012,3,28,10,4,14,3701,915,1891,2654,2431,2443,1125,1931,621,518,298,187,89,192,239,1692,1665,522
3/28/2012,2012,3,28,10,4,15,3626,768,1609,2668,2183,2506,1205,1823,622,634,273,158,81,183,201,1689,1815,593
3/28/2012,2012,3,28,10,4,16,3641,732,1504,2738,2112,2521,2197,2041,976,1295,482,209,74,270,376,1632,2303,679
3/28/2012,2012,3,28,10,4,17,4053,1354,1513,2740,2339,2885,3826,2621,1641,2459,771,330,130,606,518,2865,3971,1155
3/28/2012,2012,3,28,10,4,18,3029,994,894,1612,1689,2465,1696,1847,765,1001,506,301,124,386,516,1760,2425,704
3/28/2012,2012,3,28,10,4,19,2102,507,489,764,887,1911,653,1385,332,310,255,259,116,177,225,1476,1368,406
3/28/2012,2012,3,28,10,4,20,1566,260,308,504,477,1800,289,1233,170,157,163,214,78,85,126,941,1024,307
3/28/2012,2012,3,28,10,4,21,1217,216,314,358,266,1326,198,676,105,112,113,122,53,47,84,868,1041,390
3/28/2012,2012,3,28,10,4,22,780,150,129,231,207,913,92,512,82,36,65,86,45,44,39,825,701,222
3/28/2012,2012,3,28,10,4,23,522,105,164,162,140,525,55,310,68,35,41,38,18,28,16,407,473,137
3/29/2012,2012,3,29,10,5,0,223,54,58,67,63,135,22,135,14,14,11,12,7,12,22,330,174,43
3/29/2012,2012,3,29,10,5,1,89,18,29,101,32,85,6,51,5,3,2,2,0,0,6,56,60,24
3/29/2012,2012,3,29,10,5,2,35,26,14,80,22,52,12,23,2,1,0,2,0,1,1,35,39,14
3/29/2012,2012,3,29,10,5,3,40,9,5,12,10,36,8,15,3,4,3,2,1,2,2,24,34,6
3/29/2012,2012,3,29,10,5,4,43,11,10,4,18,30,1,13,3,0,5,1,1,1,16,36,26,26
3/29/2012,2012,3,29,10,5,5,78,54,16,24,16,40,71,36,26,49,28,12,3,22,13,77,114,39
3/29/2012,2012,3,29,10,5,6,301,356,91,97,37,135,589,67,204,505,138,56,29,128,93,331,546,169
3/29/2012,2012,3,29,10,5,7,743,851,428,325,200,312,2087,248,679,1371,427,142,35,274,269,814,1519,435
3/29/2012,2012,3,29,10,5,8,1890,1814,1083,837,615,968,5312,826,1799,2683,962,228,68,526,433,1722,3551,948
3/29/2012,2012,3,29,10,5,9,1979,1295,1217,936,767,870,2650,829,1106,1271,507,163,47,231,214,1048,1918,539
3/29/2012,2012,3,29,10,5,10,2151,731,1299,1420,1049,1216,968,828,496,473,233,150,81,136,148,795,1056,298
3/29/2012,2012,3,29,10,5,11,2514,719,1613,2003,1497,1566,850,1297,598,484,301,161,95,154,139,1101,1131,380
3/29/2012,2012,3,29,10,5,12,3311,1766,2688,3624,2987,2671,1264,2219,803,1126,492,315,198,489,317,1322,2227,543
3/29/2012,2012,3,29,10,5,13,4165,1713,3012,4359,3398,2981,1476,2367,962,1045,478,322,242,501,346,1457,2365,546
3/29/2012,2012,3,29,10,5,14,3718,932,2020,3055,2488,2373,938,1869,623,611,302,280,117,195,221,1224,1773,490
3/29/2012,2012,3,29,10,5,15,3679,763,1821,2923,2291,2468,1114,1999,636,696,282,255,100,182,257,1446,1882,484
3/29/2012,2012,3,29,10,5,16,3752,880,1620,2891,2213,2627,2181,1986,1030,1372,483,282,88,315,450,1660,2543,777
3/29/2012,2012,3,29,10,5,17,4296,1414,1801,3196,2609,2886,3804,2629,1600,2422,764,341,135,583,1222,2510,4429,1238
3/29/2012,2012,3,29,10,5,18,3597,1034,1240,2394,2185,2782,1744,1982,854,1094,534,336,115,403,3351,2101,2465,1068
3/29/2012,2012,3,29,10,5,19,2373,508,599,1317,1346,2262,673,1414,357,309,250,283,159,147,2701,1219,1384,552
3/29/2012,2012,3,29,10,5,20,2168,339,372,782,906,2068,324,1215,184,154,166,241,67,65,168,936,1164,339
3/29/2012,2012,3,29,10,5,21,1688,276,345,532,522,1526,194,893,153,100,119,124,83,33,158,997,944,280
3/29/2012,2012,3,29,10,5,22,1165,358,268,297,299,1180,103,580,156,80,55,113,45,39,4338,1005,869,406
3/29/2012,2012,3,29,10,5,23,1376,221,213,278,149,874,62,414,53,71,29,92,25,31,531,771,653,240
3/30/2012,2012,3,30,10,6,0,569,69,75,92,90,300,30,161,31,17,8,25,9,11,48,250,213,66
3/30/2012,2012,3,30,10,6,1,345,47,27,52,62,137,11,88,16,10,11,8,4,2,25,134,120,56
3/30/2012,2012,3,30,10,6,2,186,12,14,36,29,72,9,65,13,6,3,3,2,1,7,79,44,18
3/30/2012,2012,3,30,10,6,3,123,15,6,81,14,72,10,29,8,3,5,7,2,5,10,53,27,4
3/30/2012,2012,3,30,10,6,4,75,6,19,4,18,42,5,31,12,2,2,4,2,1,14,44,45,36
3/30/2012,2012,3,30,10,6,5,94,54,34,24,16,48,71,34,36,48,31,14,3,22,79,90,114,45
3/30/2012,2012,3,30,10,6,6,228,233,89,103,37,135,508,70,194,516,106,61,12,108,82,361,535,167
3/30/2012,2012,3,30,10,6,7,754,677,431,329,189,317,1904,228,695,1196,362,120,34,259,227,806,1393,398
3/30/2012,2012,3,30,10,6,8,1754,1888,1082,852,612,859,4899,826,1871,2615,876,211,60,496,418,1762,3562,949
3/30/2012,2012,3,30,10,6,9,1930,1227,1135,1122,747,955,2406,800,906,1180,483,291,205,204,171,945,1897,502
3/30/2012,2012,3,30,10,6,10,2213,710,1411,1593,1339,1164,955,941,575,500,291,169,59,121,202,846,1127,346
3/30/2012,2012,3,30,10,6,11,2496,698,1790,2194,1769,1601,697,1172,476,475,268,196,62,165,268,1008,1275,389
3/30/2012,2012,3,30,10,6,12,3200,1662,2633,3996,3113,2750,1128,2086,802,1104,593,335,150,518,328,1491,2250,510
3/30/2012,2012,3,30,10,6,13,4119,1769,2964,4555,3870,2999,1392,2254,872,1121,529,407,174,473,340,1492,2468,447
3/30/2012,2012,3,30,10,6,14,4072,958,2269,3316,2722,2590,888,2007,641,643,366,285,108,219,312,1318,1997,538
3/30/2012,2012,3,30,10,6,15,4202,819,2242,3060,2632,2621,1094,1878,599,710,390,259,108,222,277,1333,2013,529
3/30/2012,2012,3,30,10,6,16,4429,867,1762,3443,2777,2876,2018,2098,963,1305,502,334,103,333,541,1753,2669,762
3/30/2012,2012,3,30,10,6,17,4536,1400,1946,3546,3250,3250,3177,2515,1367,2003,686,311,140,632,1391,2705,4090,1141
3/30/2012,2012,3,30,10,6,18,4225,996,1684,3127,2890,3504,1344,2302,777,893,426,447,205,346,3003,2416,2891,913
3/30/2012,2012,3,30,10,6,19,3357,629,1029,2155,2251,3261,574,2063,389,368,276,471,203,214,3858,1904,1945,645
3/30/2012,2012,3,30,10,6,20,2968,414,631,1664,1746,2786,315,1504,222,219,168,542,226,79,265,1327,1534,420
3/30/2012,2012,3,30,10,6,21,2765,358,418,1004,1046,2770,175,1368,165,162,156,340,243,69,858,1450,1365,444
3/30/2012,2012,3,30,10,6,22,2087,341,351,600,584,2168,125,1151,159,89,140,358,175,47,2839,1467,1367,458
3/30/2012,2012,3,30,10,6,23,2415,417,476,563,417,1787,110,913,220,103,107,242,175,43,2592,1518,1327,561
3/31/2012,2012,3,31,20,7,0,1401,157,193,360,307,1097,59,457,90,30,54,109,17,28,119,697,800,254
3/31/2012,2012,3,31,20,7,1,1123,102,129,225,103,683,16,288,38,19,37,51,16,9,29,375,361,151
3/31/2012,2012,3,31,20,7,2,630,38,58,180,78,420,15,200,35,23,22,20,5,3,39,189,230,99
3/31/2012,2012,3,31,20,7,3,368,19,41,78,89,299,14,162,18,9,10,11,7,4,15,110,152,71
3/31/2012,2012,3,31,20,7,4,178,12,19,36,42,122,9,92,3,10,8,14,4,4,42,65,96,74
3/31/2012,2012,3,31,20,7,5,118,16,26,48,28,91,9,33,9,15,17,7,1,5,17,65,110,62
3/31/2012,2012,3,31,20,7,6,144,47,37,55,35,67,12,18,24,64,28,18,2,19,32,72,134,60
3/31/2012,2012,3,31,20,7,7,203,65,92,90,47,156,25,55,30,79,51,64,21,52,49,142,209,84
3/31/2012,2012,3,31,20,7,8,594,111,398,329,223,264,24,148,90,136,93,98,34,81,117,324,298,99
3/31/2012,2012,3,31,20,7,9,1113,177,679,781,616,552,82,306,108,111,168,138,35,95,156,539,653,244
3/31/2012,2012,3,31,20,7,10,1793,284,1164,1474,1143,748,90,577,161,173,240,289,127,147,243,743,970,311
3/31/2012,2012,3,31,20,7,11,2554,275,1620,2329,1883,1349,92,782,203,212,197,371,161,188,400,1046,1234,399
3/31/2012,2012,3,31,20,7,12,3152,334,1696,2864,2357,1970,103,1303,206,140,178,448,244,118,896,1415,1426,461
3/31/2012,2012,3,31,20,7,13,3474,354,1912,3073,2837,2402,109,1418,214,184,146,462,241,164,986,1407,1501,447
3/31/2012,2012,3,31,20,7,14,3626,393,1888,3515,3001,2523,101,1584,213,173,184,623,347,177,306,1250,1623,558
3/31/2012,2012,3,31,20,7,15,3515,373,1722,3689,3093,2482,81,1629,215,141,182,546,291,167,305,1580,1748,546
3/31/2012,2012,3,31,20,7,16,3400,447,1904,3459,2861,2368,86,1712,263,171,189,460,247,185,1941,1466,1862,576
3/31/2012,2012,3,31,20,7,17,3144,487,1071,2732,2342,2375,71,1772,248,202,284,802,349,195,630,1680,1710,518
3/31/2012,2012,3,31,20,7,18,2785,559,715,1481,1652,2655,58,1617,195,184,352,1439,424,210,337,1465,1687,470
3/31/2012,2012,3,31,20,7,19,2462,498,490,798,971,2458,91,1416,166,155,354,1161,362,160,207,1402,1350,398
3/31/2012,2012,3,31,20,7,20,2465,344,489,644,592,2033,44,1074,142,113,118,505,218,57,168,1358,1192,437
3/31/2012,2012,3,31,20,7,21,2401,271,458,632,547,1931,57,1132,158,73,141,352,182,44,125,1258,1093,356
3/31/2012,2012,3,31,20,7,22,1654,293,337,562,542,1664,45,937,106,332,517,1202,260,153,90,1234,996,339
3/31/2012,2012,3,31,20,7,23,1981,233,433,680,525,1635,84,739,160,146,194,387,108,48,88,1074,1165,401
1/4/2012,2012,4,1,20,1,0,1196,145,223,406,294,879,44,454,81,43,111,175,42,20,118,676,838,320
1/4/2012,2012,4,1,20,1,1,988,98,217,421,241,582,53,252,60,23,37,132,22,17,42,378,417,161
1/4/2012,2012,4,1,20,1,2,654,53,136,339,148,416,26,174,42,11,18,28,13,7,38,664,358,211
1/4/2012,2012,4,1,20,1,3,638,54,96,250,156,585,13,147,31,10,37,32,4,1,8,68,200,48
1/4/2012,2012,4,1,20,1,4,296,43,64,117,121,74,20,94,23,13,5,12,3,2,7,65,169,36
1/4/2012,2012,4,1,20,1,5,183,19,23,71,22,66,8,24,9,3,22,13,7,1,13,74,53,41
1/4/2012,2012,4,1,20,1,6,260,37,55,86,49,56,12,65,24,12,9,32,33,13,26,103,97,49
1/4/2012,2012,4,1,20,1,7,377,87,182,75,64,190,14,255,33,54,48,85,330,66,183,720,269,116
1/4/2012,2012,4,1,20,1,8,822,143,299,184,148,504,47,506,88,157,109,70,103,113,3802,3103,882,243
1/4/2012,2012,4,1,20,1,9,1339,256,652,514,582,738,67,517,162,198,181,153,320,162,4060,2788,873,243
1/4/2012,2012,4,1,20,1,10,1980,290,1235,1222,1122,1199,106,1143,187,785,262,11284,8635,191,441,3554,1407,376
